Unnamed: 0,ID,class,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
2696,2697,forest,7953.35,,8113.56,7872.38,7945.66,8117.91,563.972,4907.93,7871.35,4154.99,5426.61,,6831.88,1895.59,2979.19,,3594.17,8114.81,5393.31,1850.06,,4447.87,7927.97,,7692.64,1795.2,522.158
2697,2698,forest,7563.38,8274.11,2093.65,2781.79,7986.3,8159.53,1577.24,6398.56,3516.7,6555.08,2640.29,7097.01,5655.06,,6434.51,505.006,4617.13,8083.57,3122.36,1713.43,4195.03,810.702,1210.46,1414.37,7915.7,3317.24,884.197
2698,2699,forest,7841.04,8169.44,,7424.94,7945.14,7728.29,1390.49,,7591.34,8029.98,2497.32,6848.7,4228.66,7711.04,6145.8,851.536,,8027.8,3171.38,3732.52,1073.47,7786.53,,666.094,7858.83,,1001.99
2699,2700,forest,7410.64,7677.59,3215.34,,5291.45,5225.85,551.465,6679.46,5860.95,7376.2,3193.11,4930.88,1705.09,5726.96,644.045,496.124,1925.66,7826.33,3421.22,2708.99,840.094,,1475.37,4152.68,6348.73,5868.55,1091.2
2700,2701,forest,6706.7,,7421.73,6270.93,6555.97,4756.23,3296.08,7524.72,7776.78,7592.91,,7920.57,7236.0,,7548.1,511.244,5119.67,8017.91,6945.73,2270.53,1929.69,3503.4,1966.63,5164.44,7152.75,,854.678
2701,2702,forest,7171.26,,7811.71,7195.85,,,650.469,7923.87,7951.08,7519.33,5683.2,,1097.87,4589.85,,659.18,3268.72,7917.49,4340.34,2535.27,305.972,1927.78,1214.6,3338.8,7844.71,7917.66,1779.22
2703,2704,forest,7512.17,,8149.68,7764.65,6866.53,,4766.34,,7831.31,4796.27,1743.7,3059.81,2547.02,6155.65,6878.73,505.643,,8012.58,1099.74,4503.59,925.686,4296.1,773.792,903.522,7673.41,1012.99,1384.85
2704,2705,forest,2123.14,7224.56,6962.04,4802.39,4743.74,5752.58,2346.11,,5899.43,6133.98,1167.85,5490.81,7048.65,4132.55,7808.8,,3230.93,7961.13,395.357,4287.37,216.747,3574.15,1032.39,868.202,6585.76,4796.8,576.41
2707,2708,forest,7550.04,8173.18,6095.44,5224.64,7708.33,7564.33,2804.02,4788.97,7356.91,6938.55,1315.42,,6278.83,,1987.67,984.954,3097.12,2592.26,1807.53,2390.23,686.423,627.48,1846.98,,,,2714.42
2709,2710,forest,1284.49,6047.79,904.224,1567.79,5066.84,5374.92,850.937,2454.5,6491.08,6713.03,817.505,7238.51,4876.65,,4987.71,507.872,,6635.45,940.893,2563.94,2271.92,,,3583.72,6014.41,1081.88,1190.69
2710,2711,forest,1871.15,7695.09,2350.93,1727.57,7171.94,7421.0,6682.59,7485.38,2527.24,7134.3,1415.57,,6298.48,7727.09,5046.5,925.453,1521.74,3415.79,6446.57,3012.22,-110.294,2082.05,3443.04,,7138.37,2019.95,4091.4
2712,2713,forest,7869.65,8051.43,6131.47,6810.68,6670.27,,,7400.72,7673.17,,3651.93,5832.09,3910.86,7835.44,6344.19,620.963,2029.73,7920.76,4182.3,2965.79,350.568,4477.72,1469.87,1259.68,7176.43,,
2713,2714,forest,7434.0,6830.65,4237.82,6794.63,6857.28,7412.63,7159.56,7720.99,,6026.24,502.949,560.943,1107.08,,7166.48,532.213,,7981.17,,1009.48,5719.17,1182.34,2211.83,6336.12,7746.5,7598.67,404.505
2714,2715,forest,7125.33,7329.12,5857.57,6287.79,6378.37,7035.55,5601.79,4747.76,,7960.72,5126.49,997.94,6177.06,7313.26,7731.33,599.162,1392.92,,2349.65,2853.31,3312.55,,,6296.46,7617.14,7693.55,845.053
2715,2716,forest,,,8229.92,5778.0,7235.26,1971.33,6066.26,7357.99,7057.53,5766.33,1768.9,8035.22,5451.04,6592.72,2856.03,468.347,1657.81,7975.58,2999.08,4598.35,3864.28,,1046.74,487.462,7021.51,5380.0,1439.01
2716,2717,forest,6948.94,7251.6,586.921,6899.23,4974.68,,3897.0,6795.59,,5631.38,494.107,1130.69,7059.18,3415.28,1548.1,967.949,5826.92,8038.78,6586.03,4095.45,5475.2,6604.02,482.441,5675.24,6873.06,6316.06,687.561
2717,2718,forest,7453.56,6875.17,763.498,6157.83,6022.46,6748.01,6520.99,,7481.84,,424.09,3919.18,6356.77,7957.78,6558.56,357.385,3337.66,8038.23,5054.53,968.425,5902.84,6725.96,6829.83,7488.23,7557.36,6929.87,591.445
2718,2719,forest,7744.57,7168.45,727.813,,6315.4,6569.98,2006.01,,6240.94,7791.35,1504.31,8234.9,7437.42,,5247.67,758.603,3829.07,5580.3,5625.55,2941.23,966.708,4402.58,1052.54,4873.72,7168.87,3392.83,1123.28
2719,2720,forest,4716.98,8187.55,,4868.87,7716.9,3442.6,785.594,7765.99,7530.78,7460.2,776.177,3952.89,4977.1,7807.63,6860.25,453.853,3443.05,7904.83,719.87,2151.64,,847.912,,809.238,7539.36,5064.79,2119.21
2720,2721,forest,1223.14,8058.99,7442.72,,7628.99,7955.65,805.24,3760.22,7836.15,,5074.84,7732.49,5780.74,3816.3,1278.56,685.736,3626.12,8008.92,4486.12,,,1818.08,7576.94,,7797.81,5780.44,783.684
2721,2722,forest,5144.4,7980.43,2176.48,7285.92,4996.32,7625.6,7060.47,7664.72,7594.05,7386.76,682.601,5110.23,4895.1,7922.98,7257.84,803.39,4314.91,7898.67,2571.31,1698.99,5466.67,5765.61,973.475,7323.44,7471.0,5346.41,696.531
2723,2724,forest,6930.5,7745.38,635.456,6200.78,6052.45,6702.43,6317.2,,6973.78,,515.492,1706.81,4729.39,,7157.63,526.77,5596.85,8091.08,653.206,,2879.09,5169.91,,6631.0,6973.06,5942.06,592.259
2724,2725,forest,3534.93,8356.51,1499.54,,8018.13,8101.79,2945.28,7583.81,7878.87,7819.63,409.784,7907.15,2937.93,2566.79,,409.54,1318.48,,252.638,955.038,,8003.62,2982.3,7784.29,7922.53,7598.49,4077.16
2725,2726,forest,,8126.69,1194.89,5238.1,3279.42,3781.63,7416.06,7813.66,,7688.85,583.468,8103.69,5306.31,,7528.86,502.865,4418.58,7921.73,6155.07,2395.46,,3339.61,815.06,7565.89,7740.22,5513.59,774.186
2726,2727,forest,4890.07,,7036.19,3968.2,6308.77,5134.68,735.779,,2916.97,7610.46,779.904,7965.77,7225.47,6998.1,2954.75,1642.16,1276.21,,4742.12,2982.99,,1375.08,4621.71,,7030.39,2103.56,1215.19
2727,2728,forest,6906.71,6993.13,4509.23,7038.48,2394.7,2694.14,7111.54,7715.95,7768.22,7651.14,523.475,788.961,5342.64,,6993.2,583.714,,7843.64,6582.25,3965.46,5858.62,7080.87,1200.5,7692.69,8044.55,,492.672
2728,2729,forest,5134.98,7568.69,7428.97,6894.06,1890.21,6352.31,5740.14,4457.32,7439.93,1004.27,929.247,5955.67,4739.59,3925.92,662.223,621.685,4529.79,7726.22,5977.35,4179.37,726.008,5372.07,663.687,4684.39,5850.92,3166.71,1576.42
2730,2731,forest,2099.43,6636.46,7996.9,,6672.89,6761.1,451.031,7098.4,7078.92,7029.13,4432.79,,4574.31,,4336.58,532.111,2839.05,7906.55,1340.82,2924.07,323.627,675.38,4134.34,,6438.0,6748.07,1848.53
2732,2733,forest,1579.3,7839.37,798.758,4190.82,1645.32,1880.46,7200.35,7871.18,7872.02,,607.642,724.999,7322.94,8282.8,7620.02,434.068,4723.79,7857.5,1060.89,1764.36,,5485.46,588.915,7412.05,7748.16,1327.16,1105.81
2733,2734,forest,7734.2,7104.98,8211.14,,7673.67,7920.38,977.727,2831.11,,2234.08,1834.49,2061.27,2825.93,,1240.61,559.304,,8058.64,,4871.21,3812.66,2974.93,,,7544.26,769.895,3196.24
2734,2735,forest,1864.58,8221.6,4862.75,1908.5,4424.6,7174.59,3362.76,,7685.32,7426.81,979.885,1357.72,4677.85,8293.59,2600.88,396.092,3028.48,8056.29,6574.57,4390.02,759.738,2177.43,1037.77,1314.22,7255.82,918.881,911.64
2735,2736,forest,5216.71,7775.86,4712.52,6352.06,6549.97,6598.51,819.525,7133.97,7182.39,7048.94,3142.93,7904.66,6956.03,6453.32,4263.71,580.799,893.388,1461.59,6083.01,,3212.68,1245.43,6264.26,5601.3,6499.74,2026.5,1156.01
2736,2737,forest,7493.79,7926.53,365.288,7442.58,7146.2,,5929.04,,7843.8,7810.79,,764.953,4713.02,7239.63,1284.9,658.389,5597.74,6901.88,,1312.36,6113.7,5724.78,1113.91,3093.51,7659.24,2980.88,1013.42
2737,2738,forest,7591.27,5415.73,7692.16,5386.4,5355.18,5624.12,4176.65,6314.14,3708.26,,1117.83,7797.51,7022.31,,5466.29,701.296,4121.32,3219.18,3645.84,2767.5,584.918,4853.02,1187.03,2350.49,5473.74,3911.2,6637.98
2738,2739,forest,,7115.94,510.839,6718.3,876.778,,,7510.67,7698.85,,671.0,5896.7,1361.47,4548.19,7341.1,925.099,,8112.44,,4392.51,4821.55,3911.63,1367.64,3116.11,7167.45,,1467.69
2740,2741,forest,7604.51,8119.86,7833.63,1241.14,5998.55,,2375.88,2249.16,7068.49,7401.08,1560.85,8210.68,5724.78,2826.18,3406.18,986.361,3719.85,7867.63,3162.46,3179.81,1536.92,,1398.27,,6810.33,6001.61,1420.67
2741,2742,forest,7024.36,7719.59,4615.38,3418.65,906.403,7101.97,6831.6,5852.93,7675.0,6518.07,1088.08,,1832.07,7117.74,2646.82,467.638,1610.24,6386.0,5642.54,3454.19,1011.75,1552.71,875.964,,7697.47,4364.17,2468.17
2742,2743,forest,7296.4,4799.28,432.287,6466.74,6068.92,6654.05,6157.43,4209.61,7262.45,7181.95,469.6,2509.05,1582.45,8130.5,6457.75,565.113,5185.03,8130.81,6597.07,1120.04,,5655.14,534.302,2093.76,,,506.504
2743,2744,forest,7762.92,4846.65,724.034,2408.71,7302.65,7462.07,767.512,,7052.6,2687.06,,6710.0,7075.32,3511.97,1166.56,638.382,3528.97,6544.0,193.322,1421.47,528.717,664.638,,5493.75,7075.48,7160.47,505.806
2744,2745,forest,2542.99,5522.79,5972.69,2694.23,5886.04,1211.97,7381.18,,7703.49,7481.14,643.265,6634.3,1881.62,4196.27,6658.22,402.487,3305.86,7918.13,4077.11,4178.93,5996.24,6471.3,896.544,7648.76,7651.65,2411.43,689.157
2745,2746,forest,7556.61,7805.62,5335.08,7266.54,7408.24,7597.03,,7671.74,1577.38,7559.28,1788.24,8003.09,7240.14,5890.76,7455.56,2069.13,4006.85,8061.86,4054.44,2893.2,1403.37,,5985.52,1468.24,,6438.85,5785.21
2746,2747,forest,2676.51,6560.93,1721.55,,6054.08,2866.08,5524.79,7363.97,7461.23,4898.19,605.742,,7020.43,7923.37,6592.02,453.674,1560.86,7551.41,5905.73,4002.87,3699.15,1208.05,,4125.08,7310.99,2562.57,560.158
2747,2748,forest,7227.86,7856.09,7774.53,3832.92,2338.65,7466.61,862.199,6680.46,7513.24,,861.402,563.273,2442.51,7964.94,7121.71,555.964,5360.93,5952.7,,3674.01,3266.87,6636.3,861.953,524.237,7655.13,1142.41,781.751
2748,2749,forest,7296.48,,7946.69,6440.96,841.797,5160.99,,,7739.83,2193.88,881.563,8126.4,6802.9,3604.77,1296.11,695.508,1704.91,7879.68,6631.01,4276.16,1177.23,2008.98,,7134.36,7278.58,499.525,1962.11
2749,2750,forest,1793.58,8047.36,7965.3,7577.48,7638.32,7894.9,903.638,7812.58,6288.87,4936.3,3777.86,,7354.21,1703.45,1899.66,563.486,4894.08,8133.17,7290.63,2378.21,1305.53,,6934.94,327.342,7628.35,1599.65,543.278
2750,2751,forest,7774.03,7989.31,547.248,7726.75,7762.65,7969.39,411.573,7844.69,7218.79,7659.63,3801.84,,7058.82,6560.33,5932.46,468.831,4731.43,7188.65,6479.21,3321.08,589.63,4109.49,5105.82,946.481,7661.75,1761.46,783.298
2751,2752,forest,4727.06,7061.97,6370.63,3801.7,5973.73,6490.18,4233.12,,3008.81,7695.54,1004.61,8172.0,,8136.56,2888.96,986.659,2426.71,7884.03,6687.66,1771.36,369.874,3927.83,5451.49,1020.85,6783.44,,7160.81
2752,2753,forest,7448.13,8260.79,8102.79,7270.73,5640.94,7528.58,7282.61,7187.02,7922.38,6289.35,872.439,3611.25,5731.43,2724.81,1601.82,546.885,3143.18,7327.74,,3818.81,5118.6,644.175,1375.24,,7588.54,6986.67,1056.76
2753,2754,forest,3174.9,7781.13,1965.43,7472.07,7524.11,7725.99,7039.78,7699.55,7728.82,7515.39,672.953,7970.91,4637.94,,697.327,877.692,,7474.3,,2512.45,445.618,862.24,7699.94,4996.83,7477.1,4441.74,7095.0
2754,2755,forest,,7998.88,1270.14,2183.12,,7763.67,540.535,7593.3,7085.13,7505.41,2888.07,7732.64,6621.71,7285.97,6808.57,807.946,4225.06,5037.28,3049.57,3557.46,851.147,3246.36,899.186,3016.89,7382.57,4534.65,1166.03
2755,2756,forest,1063.85,,,914.637,7065.67,7214.48,1063.36,7477.93,7545.68,7544.47,852.77,5710.58,4622.04,,1793.37,422.116,4174.02,7820.34,809.249,2756.47,1296.84,3454.25,,7006.19,7620.58,1538.24,3245.06
2756,2757,forest,7948.74,8244.6,5626.1,7688.04,7592.89,7592.12,3236.72,6282.51,7963.99,7805.31,2809.67,1704.7,4888.53,6024.35,7354.55,563.785,,8078.34,518.628,3295.66,3224.95,1102.52,7067.67,1434.67,,7587.8,7512.51
2757,2758,forest,6025.18,7879.46,7773.02,7248.9,5578.51,7573.58,7217.38,4099.54,4346.39,7491.84,587.529,2061.1,7062.44,7964.16,7320.4,603.446,,7872.73,3607.99,595.786,1857.65,5061.92,945.344,7213.85,7540.36,1648.16,798.053
2758,2759,forest,7184.48,5917.73,2114.18,5541.36,4217.87,3705.73,,7500.53,7705.91,7876.3,,,6028.44,2664.1,7434.82,,,7947.24,6886.48,3132.88,5098.68,,890.529,7462.22,7297.04,2015.75,710.917
2760,2761,forest,6346.61,8187.64,2514.78,7721.13,7776.45,7947.34,5343.64,7878.56,7709.6,7559.45,,8058.99,4648.12,6904.16,3797.64,553.537,1181.55,7982.11,290.164,,4868.12,775.389,7839.19,3825.86,,7363.53,
2761,2762,forest,7526.25,7865.03,8125.17,7576.65,2008.69,7627.13,5438.28,4662.45,7790.47,1348.77,1030.22,,4228.05,3848.0,792.125,624.981,4202.86,8046.85,6127.68,4459.28,880.666,5838.64,654.586,6308.0,6678.42,,2012.68
2762,2763,forest,3982.09,8391.64,4790.7,,3350.68,5973.08,7284.72,5004.39,7556.51,7488.09,720.827,7759.8,1631.04,3081.96,5743.14,369.134,3333.06,8083.45,,4446.15,1581.68,7495.18,997.129,,7333.09,,1269.97
2763,2764,forest,6427.31,5841.17,8460.19,6927.43,4434.67,7892.61,,8310.13,8123.55,1005.25,1096.79,8260.96,1048.68,1666.39,1265.96,418.312,3679.84,8262.39,2452.78,4904.57,622.254,1199.29,,7169.62,8054.42,2020.88,3191.94
2764,2765,forest,6046.59,7722.94,574.706,7286.09,7214.68,7443.19,7159.59,,7640.48,7577.67,446.78,7831.6,7174.4,8145.01,7348.79,312.495,5467.06,7710.69,1043.43,3080.93,6135.55,7180.29,2008.84,7411.2,7616.2,,456.855
2767,2768,forest,6585.7,8150.31,7944.44,5194.65,3653.06,7315.83,3755.82,2123.2,7497.19,7199.82,1583.7,7377.76,7375.5,1199.59,2970.44,672.102,3950.79,7882.3,1610.68,4087.34,1945.72,4806.09,,1620.42,6817.35,6612.2,2588.02
2769,2770,forest,7882.42,7710.92,7556.59,6958.12,7108.27,7446.89,542.409,5128.65,3923.54,,,8236.94,7524.34,,1593.72,597.969,,8089.28,7080.44,2132.92,5952.86,2736.95,6951.04,6011.67,7590.54,1240.92,493.984
2770,2771,forest,3915.43,4953.68,263.38,7373.95,7500.68,5116.08,7229.71,7555.48,,7766.3,,8012.34,7012.02,6758.53,5608.26,694.478,4877.65,7880.75,221.257,2001.47,738.967,7490.17,2985.37,7626.45,7859.52,7563.62,768.788
2772,2773,forest,4191.96,6435.95,502.909,841.585,5942.93,6895.36,6563.72,7842.18,,5787.73,693.422,7661.81,2089.21,8102.53,7356.19,399.183,3007.64,8030.2,1735.82,4296.88,6187.6,5654.14,749.512,7588.27,7677.57,7452.84,555.515
2773,2774,forest,3394.81,4353.35,,,7325.74,7456.97,7122.36,7591.82,,6882.65,569.756,6081.02,3843.96,5911.88,5844.65,,2689.32,,6034.73,4330.12,5126.19,2363.87,557.738,5097.44,7383.65,5218.19,613.799
2774,2775,forest,7681.8,,5791.06,7179.5,5066.19,4381.51,6331.37,7272.23,7234.63,,2419.83,1618.25,5636.97,7206.7,6978.7,582.988,2238.32,7779.14,4280.46,2465.42,,1469.02,1452.29,4825.13,7063.02,5460.52,3786.34
2776,2777,forest,,7755.64,6955.48,2275.8,7329.22,7474.68,3961.58,6674.0,7782.02,7925.44,927.206,8278.08,5620.25,,4173.73,1746.36,,5762.36,6725.27,,132.35,3528.64,5342.11,4969.25,7601.13,,906.499
2777,2778,forest,7429.71,,5058.83,1592.03,778.522,7576.85,1361.54,4730.02,,4882.14,776.519,902.101,,7011.65,1727.57,714.887,1705.04,8196.58,6175.95,4534.71,,1452.09,733.929,850.344,7044.18,2220.35,1479.47
2779,2780,forest,3931.7,8123.42,1002.04,7617.15,5721.49,7680.75,,8053.84,3593.42,5256.01,1407.79,6634.67,6765.83,6162.26,6249.53,528.466,5044.43,8004.35,1301.08,2969.68,656.151,954.331,,923.826,7851.92,3945.98,557.141
2780,2781,forest,1778.7,7831.33,,4115.29,,7352.3,3844.8,5740.06,7822.28,7646.15,334.419,8060.57,5412.48,4757.83,7191.93,641.728,4308.02,7981.84,241.145,2603.78,,6687.16,6155.83,7221.71,7739.72,,908.762
2782,2783,forest,6526.51,7158.43,4979.08,6349.61,2090.2,5990.86,5980.03,,6925.59,7380.78,1057.14,7729.4,2663.12,7222.17,7114.93,580.377,4686.85,7413.23,1175.53,3675.71,330.349,5233.12,,,6405.38,1078.27,1115.84
2783,2784,forest,3337.92,5138.99,3299.51,1948.33,1031.53,1345.6,5355.24,,7936.76,7935.13,824.321,8312.55,6235.11,7066.74,1365.58,381.635,4530.91,7898.03,1533.53,3746.33,588.974,4198.0,931.749,2041.05,7276.07,952.569,780.653
2784,2785,forest,7371.41,5001.24,,4972.26,7829.01,8035.5,442.194,7319.25,8069.73,8108.33,5825.8,,7279.42,4550.68,4298.28,836.038,3759.85,8089.91,211.593,1805.16,1088.77,3079.64,4123.02,6119.83,8018.31,7897.39,484.74
2785,2786,forest,6428.57,6858.52,6947.74,5994.22,5174.65,5753.67,1910.97,6908.72,1731.75,3373.82,986.158,8265.3,5446.29,6666.67,,594.979,3045.33,7725.23,5592.13,2984.75,5002.91,2733.48,828.585,6804.69,6980.81,5863.19,4441.69
2786,2787,forest,,7867.91,3944.41,6457.78,,,3043.48,7784.09,7733.87,7715.05,411.84,6749.6,5701.63,7214.67,6967.96,576.827,1862.64,7960.49,274.501,2930.17,681.783,5557.84,1302.97,7542.0,7763.94,7714.87,4985.08
2787,2788,forest,5362.32,8028.01,8013.85,7370.17,7326.33,7617.56,1114.19,7653.86,7658.97,7778.99,2766.5,8196.63,1156.57,8380.67,7165.57,602.112,,7882.02,244.271,3179.41,,3039.68,7198.89,,7398.8,7170.06,3998.47
2788,2789,forest,7741.45,7831.92,1712.88,7205.24,7377.81,,1062.6,7564.47,7131.7,7768.54,,8444.83,1979.04,2606.09,7867.34,539.616,2554.65,8179.51,6551.09,2377.85,5480.99,,7036.15,2148.66,7842.52,5012.08,2269.88
2789,2790,forest,6304.71,8201.22,7932.72,7299.99,6722.96,7212.99,1629.55,,,6080.22,1468.36,8053.31,7194.84,6356.85,2210.91,587.718,3957.18,7977.39,1092.5,3966.68,5123.97,5866.17,867.518,789.325,6854.56,724.624,2786.23
2790,2791,forest,7099.19,,412.38,6853.11,6964.65,4766.21,7302.62,,7305.45,7659.51,390.043,7790.91,1105.5,8079.06,7270.01,341.8,5003.6,7188.87,4408.16,2715.33,4986.97,5817.79,4352.09,4264.14,4513.84,3042.01,483.601
2791,2792,forest,5666.82,2897.75,3137.97,3718.7,4018.44,4441.2,6128.39,7209.12,1299.11,4152.2,1088.59,7671.4,,7154.84,6017.3,648.87,2149.94,7750.99,6036.84,3941.57,,1179.45,1320.72,4518.26,5851.08,,1096.88
2792,2793,forest,,7822.77,2834.02,5957.45,766.108,4837.91,7318.5,7797.39,7686.67,7536.94,,7253.61,1937.41,6395.73,,445.21,5258.81,7904.71,4866.36,4199.79,704.355,5660.98,1569.55,3064.44,7608.68,,1030.43
2793,2794,forest,5907.25,7005.54,,797.811,1942.97,6260.9,,7507.42,7612.13,7608.56,668.71,8081.49,1857.79,8078.37,5564.99,421.625,1808.09,7961.07,2412.3,3913.68,,4421.52,822.76,,7412.1,5269.77,881.119
2794,2795,forest,5815.09,,680.987,7009.3,7035.65,1202.37,1686.48,7573.1,7367.91,7261.03,508.381,,3740.43,6900.72,7233.1,579.979,3174.39,7882.93,378.948,2229.06,,4641.79,1071.11,4987.13,7371.89,7158.22,3093.73
2795,2796,forest,7089.92,,5653.41,5038.45,5585.39,6074.03,5810.06,,7467.5,7829.7,2008.34,8086.33,6840.79,3311.66,2014.06,537.49,5143.28,8077.82,1143.89,2832.61,4341.2,864.723,6361.35,7223.82,7506.41,989.416,936.042
2796,2797,forest,,6573.69,447.83,6088.26,6356.94,5830.9,6520.77,7271.09,7136.74,,452.529,7445.0,,7820.48,7019.81,399.104,3237.35,7337.8,690.366,1554.5,4809.17,6029.8,,6908.08,7050.88,6931.84,665.292
2797,2798,forest,7464.6,8213.2,8142.17,7723.0,7633.76,7873.72,3897.47,7742.74,7704.9,7850.46,3232.9,,4879.14,6254.93,2189.2,486.7,929.485,1963.51,1012.63,3197.82,,752.273,7595.74,7199.72,7622.29,4671.5,1210.66
2799,2800,forest,7478.28,7732.2,7379.32,,5674.59,5678.19,4401.35,6503.57,6543.9,3814.8,1427.33,7608.0,6706.87,991.64,7092.23,453.272,4039.04,5560.65,5868.63,3163.29,2751.92,5330.3,,,5737.85,1826.25,2160.18
2800,2801,forest,1205.91,7366.19,323.621,5788.34,6287.45,2884.15,6728.36,7365.44,,7532.21,225.085,8020.34,7162.45,3932.44,4908.09,674.693,3155.61,3774.05,405.883,,4716.17,5892.6,6121.6,3603.99,7416.76,7234.36,790.503
2801,2802,forest,7999.6,8272.98,1663.12,7462.8,7262.28,7330.9,1020.06,6062.77,7681.21,7035.31,1686.54,7967.09,3341.33,,1119.2,456.209,3864.94,8056.53,4520.23,3326.43,,5778.95,3552.2,6619.14,7102.01,,6030.45
2802,2803,forest,6795.34,,7450.71,7113.88,,6607.72,674.256,,2994.1,5481.27,1901.81,,4064.84,6933.77,587.772,536.8,2811.82,7112.06,455.376,2799.67,2355.58,1525.41,,2704.79,5028.65,1975.29,835.954
2803,2804,forest,1341.03,8368.0,8286.13,,7994.88,6058.29,,8094.7,7864.93,7775.2,1057.54,7952.32,1266.51,4828.03,596.815,1477.45,4551.47,,6050.51,3400.31,502.656,2312.74,1283.44,926.645,8021.71,1715.16,7039.29
2804,2805,forest,7632.04,7546.96,7331.14,,6226.16,6614.57,6300.7,7146.52,7242.91,6679.55,,8164.89,969.967,5304.26,5322.29,590.55,2914.51,7145.93,5742.51,,830.124,5766.28,722.832,616.094,6396.44,6860.91,3118.18
2805,2806,forest,6551.97,,540.975,1591.56,5032.47,2927.35,,7440.27,7440.76,7603.44,731.588,2262.54,5762.52,3373.31,,483.983,,7028.24,5291.35,3283.47,968.904,3541.34,1139.5,4570.48,6737.05,4498.24,874.182
2806,2807,forest,7391.97,8231.19,1656.05,,,7746.88,5550.66,,6713.88,5768.42,1875.61,8124.02,5909.09,8254.84,5851.6,,4715.52,6646.75,3712.66,3741.73,2773.04,651.285,,544.698,7179.94,4456.23,674.575
2807,2808,forest,7188.04,8246.14,7243.23,7168.51,7869.53,7898.45,5537.79,,7733.12,7580.14,2202.96,,,4150.5,1392.44,1186.65,,2402.73,1150.11,2747.11,870.761,713.918,4641.0,3593.68,7724.29,7368.55,
2808,2809,forest,5386.12,8231.18,1004.7,1672.99,2623.19,,1835.37,6977.98,7466.57,4283.28,935.766,,7258.36,8099.65,2083.38,522.981,2080.66,8170.34,6602.59,4789.61,683.413,,959.705,4990.35,7057.9,2300.88,
2809,2810,forest,,6292.34,1148.72,2194.54,3629.54,6718.06,1404.37,,7308.93,1329.78,3137.27,7765.23,6921.39,5657.73,503.545,544.499,,4715.52,215.579,1609.12,712.641,2226.17,1721.27,6796.16,6850.75,6652.43,499.676
2810,2811,forest,6485.27,,6685.68,6025.85,6376.12,4240.04,458.351,7189.51,,7288.75,7490.53,7872.34,6140.02,3886.47,6463.67,1721.06,4557.58,8154.57,6277.97,2866.03,,4338.8,6397.45,6979.64,7198.79,2602.48,4295.54
2811,2812,forest,3872.72,,8162.51,7817.96,,,7443.58,,7750.89,,754.617,7851.98,5911.59,2866.17,4050.05,1309.93,3314.93,,874.174,1441.03,921.51,,7788.36,,,7412.95,
2812,2813,forest,7233.74,7686.26,1117.87,3233.25,3364.4,6491.99,3597.01,6709.31,6615.5,6957.11,1694.43,3980.49,7059.09,6819.33,894.11,459.676,1273.12,7769.46,364.985,2885.35,2330.28,1228.15,1504.08,5040.48,6689.09,5983.76,2226.55
2813,2814,forest,5689.11,7977.5,7883.12,7253.32,7398.98,7533.45,1443.16,7842.68,7283.27,7459.32,8085.78,,5841.08,2106.63,5748.99,580.217,,7960.22,6401.0,2099.9,1213.8,1915.64,,555.296,7696.57,5096.32,511.65
2814,2815,forest,7480.5,7559.37,731.538,6074.74,6045.27,6026.76,,5692.63,6829.54,6840.36,1933.62,1581.53,4512.39,6869.37,6915.2,582.018,1878.17,7680.9,528.079,,2856.48,,,1537.3,6522.38,6310.2,6647.39
2815,2816,forest,,7034.67,1428.63,6710.21,6594.49,7130.47,6266.21,,6206.66,,,7119.02,6866.48,7015.89,4540.06,1318.65,4145.7,7327.63,230.013,,742.751,483.965,,3913.63,7160.28,5111.29,
2816,2817,forest,,6190.23,,4226.61,3646.38,6198.02,5804.21,5711.81,5806.98,6877.39,845.319,6514.79,,6803.52,5632.46,463.32,4760.36,7535.51,766.551,3140.73,1062.07,4749.26,1618.5,1259.75,6288.3,4862.64,956.164
2817,2818,forest,7558.95,,7588.55,7089.06,6967.54,7274.09,,2259.56,7851.48,4485.07,1702.5,569.644,1424.95,8465.72,2481.9,311.972,3123.14,7902.2,1205.8,4526.7,947.91,4747.68,,,7432.5,2924.03,469.954
2819,2820,forest,6706.24,7298.02,3860.62,1379.28,5570.09,6653.54,6828.62,7704.47,7749.16,,,825.206,6383.48,,7627.29,443.527,5277.1,7720.11,4846.83,3329.26,5277.78,6035.48,791.585,,6512.09,2667.26,530.117
2820,2821,forest,5443.63,8276.32,,,7835.8,7882.27,6125.13,7877.03,3818.02,,1450.31,8006.81,5545.17,7747.97,5974.73,434.867,4367.64,5422.84,1926.12,3255.52,2526.52,,,678.366,7577.97,5224.6,677.992
2821,2822,forest,5899.7,,8081.6,7755.16,1036.07,5789.64,1175.6,4017.21,7990.41,6638.54,1646.59,831.679,4322.93,8223.5,2294.28,516.607,3034.64,7999.13,932.61,4794.18,,4334.87,,,7960.49,5372.81,446.054
2822,2823,forest,1064.47,,540.079,7402.62,7423.36,,5063.21,7127.33,6767.89,6869.74,837.064,,,6662.09,6637.07,667.905,,7800.88,618.179,1522.65,954.423,1601.91,1244.01,5005.71,7138.2,6799.73,2323.07
